year,month,county,abrState,name,CAT,recovery,numInMonth,numInSeason,recoverCount,prevProd,Production,vmax,mslp,time,takeupTotal,ratePoverty,houseMedianValue,houseOccupied,houseTotal,sumBuildingCoverage,policyCount
2010,8,Autauga County,AL,five,LO,11,1,1,1,949298.104,1449229.293,15,1010,3.5,0.002090107,7.5,133900,19718,21530,6530200,45
2011,9,Autauga County,AL,lee,EX,11,1,1,1,1720079.135,1161788.949,30,995,2.2,0.001967153,7.4,137500,19998,21859,6652100,43
2018,5,Autauga County,AL,alberto,TD,2,1,1,1,1029986.157,1067795.967,30,995,1.2,0.000729144,12,22,21115,23315,3070300,17
2010,8,Chambers County,AL,five,LO,2,1,1,1,0,0,15,1012,5,0.00011909,16.4,82200,13681,16794,400000,2
2017,9,Chambers County,AL,irma,LO,2,1,1,1,0,0,35,993,0.666666667,0,14,18,13694,16989,0,0
2018,5,Chilton County,AL,alberto,TD,2,1,1,1,66014.496,73943.199,30,995,1.2,0.000153171,15.3,128,16751,19586,521300,3
2017,10,Choctaw County,AL,nate,TS,2,1,1,1,21636,9337,60,992.5,1.523809524,0.000272889,17.4,24,5463,7329,450000,2
2010,8,Clarke County,AL,five,LO,3,1,1,1,9348.521,9242.888,25,1009,1.5,0.000157493,21.1,73300,9144,12699,288500,2
2011,9,Clarke County,AL,lee,EX,4,1,1,1,10145.57,11145.242,40,995,1.2,0.000237192,21.7,79900,9114,12648,178500,3
2017,9,Colbert County,AL,irma,LO,5,1,1,1,1425.974,1245.343,15,1003,1.75,0.000113925,12.9,104,21983,26333,450000,3
2018,5,Colbert County,AL,alberto,TD,2,1,1,1,5510.926,5467.143,30,998,1,0.000188922,12.6,155,21799,26466,575000,5
2011,9,Coosa County,AL,lee,EX,2,1,1,1,11929,17693,30,996,1,0.000618334,14.6,79200,4667,6469,524200,4
2018,5,Covington County,AL,alberto,TD,2,1,1,1,344355.607,402697.71,30,994,1.2,0.000370233,13.8,28,15008,18907,1160000,7
2010,8,Dallas County,AL,five,LO,2,1,1,1,41154.616,43153.002,20,1010,1.5,0.001474564,27.3,70300,16795,20345,3151800,30
2011,9,Dallas County,AL,lee,EX,3,1,1,1,49259,48825,40,995,1.2,0.002220249,29.4,70200,16913,20268,4639800,45
2010,8,Elmore County,AL,five,LO,4,1,1,1,46729.586,56410.196,15,1011,2,0.002770083,9.1,136500,27762,31768,13854900,88
2011,9,Elmore County,AL,lee,EX,3,1,1,1,34123.194,50018.126,30,996,1,0.003127613,9.7,143200,28085,32293,16072300,101
2017,10,Greene County,AL,nate,TD,9,1,1,1,92633,108439,35,995,0.666666667,0.000197785,33.4,0,3025,5056,100000,1
2017,10,Hale County,AL,nate,TD,2,1,1,1,2924.735,2715.215,35,995,0.666666667,0.000773894,21.2,22,5664,7753,654700,6
2010,8,Houston County,AL,five,LO,5,1,1,1,1253486.678,1264608.452,20,1012,2,0.001321892,12.7,116300,38035,44633,8571000,59
2017,9,Lauderdale County,AL,harvey,EX,2,1,1,1,190521.236,156585.42,30,1002,0.857142857,0.000246986,11.3,144,38634,44537,1953500,11
2018,5,Lauderdale County,AL,alberto,TD,7,1,1,1,260867.128,215548.005,30,998,1,0.000156278,10.5,138,38514,44792,1250100,7
2017,9,Lawrence County,AL,irma,LO,4,1,1,1,89938.512,82091.558,20,1002,0.75,0.000195478,13.5,34,13056,15347,191600,3
2018,5,Lawrence County,AL,alberto,TD,2,1,1,1,156474.05,175267.44,30,998,1,0.000130098,13.4,29,12811,15373,170000,2
2017,9,Lee County,AL,irma,LO,11,1,1,1,1190088.127,1069395.79,35,993,0.666666667,0.00029812,13.3,163,59001,67087,3461100,20
2017,10,Limestone County,AL,nate,LO,2,1,1,1,2391880,2498096,25,998,0.6,0.000446192,11.2,83,32386,35859,2613100,16
2010,8,Lowndes County,AL,five,LO,7,1,1,1,59438.877,65202.934,20,1010,1.5,0.000948767,24.4,64000,4205,5270,429500,5
2018,5,Lowndes County,AL,alberto,TD,2,1,1,1,37663,51588,30,995,1.2,0.000578369,23.4,8,4180,5187,677000,3
2017,10,Madison County,AL,nate,LO,2,1,1,1,0,0,25,998,0.6,0.001700637,10.2,761,142253,157000,48314800,267
2017,10,Marengo County,AL,nate,TS,3,1,1,1,23920.688,23498.724,35,993,1.523809524,0.00067915,17.4,33,7975,10307,802400,7
2010,8,Mobile County,AL,five,LO,12,1,1,1,1596270.833,1703243.774,25,1008,2,0.009661286,15.7,120700,153302,175753,297117500,1698
2010,8,Monroe County,AL,five,LO,54,1,1,1,14594,11002,25,1009,1.5,0.000438289,21.4,80400,9191,11408,590000,5
2017,10,Morgan County,AL,nate,LO,2,1,1,1,426407.83,514318.526,25,998,0.6,0.001873383,14,107,45904,51778,12676100,97
2011,9,Randolph County,AL,lee,EX,2,1,1,1,2528,1146,20,997,2,0.000168393,16.2,91200,8949,11877,274100,2
2010,8,Russell County,AL,five,LO,8,1,1,1,67616,67609,15,1013,1.5,0.000454301,19.3,93300,20174,24213,1020800,11
2017,9,Russell County,AL,irma,LO,3,1,1,1,68487,66770,35,993,0.666666667,0.000184026,15.4,48,22690,27170,425000,5
2017,9,Shelby County,AL,irma,LO,3,1,1,1,457284.01,191930,25,999,1,0.000446833,5,535,76868,85043,6473900,38
2017,9,Talladega County,AL,irma,LO,4,1,1,1,36003.906,34709.876,25,999,1,0.000612305,15.2,59,31651,37563,3581800,23
2010,8,Tallapoosa County,AL,five,LO,2,1,1,1,365260,463191,15,1011,5,0.00036483,13.4,91300,16282,21928,1473000,8
2011,9,Tallapoosa County,AL,lee,EX,4,1,1,1,481299,339149,30,996,1,0.000590694,12.9,96600,16404,22008,2397100,13
2017,9,Tallapoosa County,AL,irma,LO,7,1,1,1,446815,415308,25,997,1.666666667,0.000314494,16.8,92,16369,22258,1425000,7
2017,10,Tuscaloosa County,AL,nate,TD,2,1,1,1,9782.193,8764.473,35,995,0.666666667,0.000782831,11.4,329,71507,89419,11265900,70
2018,5,Tuscaloosa County,AL,alberto,TD,2,1,1,1,16229.668,18178.941,30,997,1.2,0.000585144,11.2,355,72379,90576,8661400,53
2017,9,Walker County,AL,irma,LO,2,1,1,1,387864.588,482398.645,20,1002,0.75,0.000258164,16.5,52,25143,30988,1291000,8
2017,10,Walker County,AL,nate,TD,1,1,2,2,387864.588,514173.062,35,995,0.666666667,0.000258164,16.5,52,25143,30988,1291000,8
2018,5,Walker County,AL,alberto,TD,2,1,1,1,489893.928,584721.097,30,997,1.2,9.66E-05,14.3,47,25036,31057,236400,3
2010,8,Washington County,AL,five,LO,6,1,1,1,427235.166,347580.297,25,1008,3.5,0.000237954,16.8,85200,6672,8405,300000,2
2010,8,Wilcox County,AL,five,LO,2,1,1,1,55846.112,63532.399,20,1009,3,0.001381454,32.7,54200,3732,5791,851800,8
2011,9,Wilcox County,AL,lee,EX,3,1,1,1,62112.007,60877.49,40,995,1.2,0.002630656,31.7,54500,3732,5702,904400,15
2011,8,Fairfield County,CT,irene,TS,19,1,1,1,517115.176,392695.678,55,968,0.555555556,0.011873633,5.7,466700,332139,359873,884011500,4273
2011,8,Litchfield County,CT,irene,TS,2,1,1,1,7263.216,7350.658,55,968,0.555555556,0.002121827,3.7,279600,76477,87189,32131200,185
2012,10,New Castle County,DE,sandy,EX,6,1,1,1,604075.927,546133.466,70,955,1,0.00304108,6.9,251200,200618,217357,125076100,661
2013,6,Sussex County,DE,andrea,EX,2,1,1,1,118216.859,173942.555,40,997,2,0.025388926,8.9,236600,76444,124188,664824700,3153
2012,6,Alachua County,FL,debby,TD,2,1,1,1,170913.971,175056.236,30,998,1.2,0.005569027,11.3,176300,96544,112587,109930400,627
2010,8,Bay County,FL,five,LO,5,1,1,1,517583.277,528663.238,20,1010,3,0.084778871,9.1,175500,68807,98291,1506549200,8333
2018,5,Bay County,FL,alberto,TS,3,1,1,1,403388.224,254663.21,45,992,1.5,0.02774138,10.5,356,70199,102266,551016500,2837
2018,10,Bay County,FL,michael,H5,11,1,1,1,400196.509,120621.025,140,919.5,6.75,0.023536659,10.5,356,70199,102266,480785600,2407
2019,10,Bay County,FL,nestor,EX,3,1,1,1,456099.626,472185.335,40,999,6.857142857,0.002454384,10.5,356,70199,102266,53605100,251
